date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:15:41	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%226482bd64-3509%22	https://gamaan.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/UM/gamaan.org/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://gamaan.org/)
21:15:42	1/1	---MC-	400	error ('Bad%20Request')	text/html	date:Thu,%2025%20Jan%202024%2017:15:42%20GMT	https://gamaan.org/wp-admin/admin-ajax.php	C:/My%20Web%20Sites/UM/gamaan.org/wp-admin/admin-ajax.php	(from https://gamaan.org/)
21:15:43	5659/5659	---MCZ	200	added ('OK')	application/javascript	etag:W/%226554fa54-161b%22	https://s0.wp.com/wp-content/js/bilmur.min.js?m=202404	C:/My%20Web%20Sites/UM/s0.wp.com/wp-content/js/bilmur.min3854.js	(from https://gamaan.org/)
21:15:43	5520/5520	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d67b72-1590%22	https://gamaan.org/wp-includes/js/imagesloaded.min.js?ver=5.0.0	C:/My%20Web%20Sites/UM/gamaan.org/wp-includes/js/imagesloaded.minbb93.js	(from https://gamaan.org/)
21:15:43	24138/24138	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ee520a7-5e4a%22	https://gamaan.org/wp-includes/js/masonry.min.js?ver=4.2.2	C:/My%20Web%20Sites/UM/gamaan.org/wp-includes/js/masonry.min3a05.js	(from https://gamaan.org/)
21:15:44	30784/30784	---MCZ	200	added ('OK')	application/javascript	etag:W/%22624420b4-7840%22	https://gamaan.org/wp-content/plugins/dotlife-elementor/assets/js/jquery.lazy.js?ver=6.4.2	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/dotlife-elementor/assets/js/jquery.lazy1e39.js	(from https://gamaan.org/)
21:15:44	9004/9004	---MCZ	200	added ('OK')	application/javascript	etag:W/%22624420b5-232c%22	https://gamaan.org/wp-content/plugins/dotlife-elementor/assets/js/jquery.parallax-scroll.js?ver=6.4.2	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/dotlife-elementor/assets/js/jquery.parallax-scroll1e39.js	(from https://gamaan.org/)
21:15:44	154630/154630	---MCZ	200	added ('OK')	application/javascript	etag:W/%22624420b8-25c06%22	https://gamaan.org/wp-content/plugins/dotlife-elementor/assets/js/modulobox.js?ver=6.4.2	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/dotlife-elementor/assets/js/modulobox1e39.js	(from https://gamaan.org/)
21:15:44	8849/8849	---MCZ	200	added ('OK')	application/javascript	etag:W/%22624420b9-2291%22	https://gamaan.org/wp-content/plugins/dotlife-elementor/assets/js/jquery.smoove.js?ver=6.4.2	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/dotlife-elementor/assets/js/jquery.smoove1e39.js	(from https://gamaan.org/)
21:15:45	96609/96609	---MCZ	200	added ('OK')	application/javascript	etag:W/%22624420ae-17961%22	https://gamaan.org/wp-content/plugins/dotlife-elementor/assets/js/parallax.js?ver=6.4.2	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/dotlife-elementor/assets/js/parallax1e39.js	(from https://gamaan.org/)
21:15:45	24554/24554	---MCZ	200	added ('OK')	application/javascript	etag:W/%22624420b1-5fea%22	https://gamaan.org/wp-content/plugins/dotlife-elementor/assets/js/jquery.blast.js?ver=6.4.2	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/dotlife-elementor/assets/js/jquery.blast1e39.js	(from https://gamaan.org/)
21:15:45	3781/3781	---MCZ	200	added ('OK')	application/javascript	etag:W/%22624420b9-ec5%22	https://gamaan.org/wp-content/plugins/dotlife-elementor/assets/js/jquery.visible.js?ver=6.4.2	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/dotlife-elementor/assets/js/jquery.visible1e39.js	(from https://gamaan.org/)
21:15:45	37317/37317	---MCZ	200	added ('OK')	application/javascript	etag:W/%22624420bc-91c5%22	https://gamaan.org/wp-content/plugins/dotlife-elementor/assets/js/jarallax.js?ver=6.4.2	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/dotlife-elementor/assets/js/jarallax1e39.js	(from https://gamaan.org/)
21:15:46	701/701	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264592a0a-2bd%22	https://gamaan.org/wp-content/plugins/jetpack/jetpack_vendor/automattic/jetpack-image-cdn/dist/image-cdn.js?minify=false&ver=132249e245926ae3e188	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/jetpack/jetpack_vendor/automattic/jetpack-image-cdn/dist/image-cdndca9.js	(from https://gamaan.org/)
21:15:46	11117/11117	---MCZ	200	added ('OK')	application/javascript	etag:W/%22656abe99-2b6d%22	https://gamaan.org/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.8.4	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/contact-form-7/includes/swv/js/index69c8.js	(from https://gamaan.org/)
21:15:46	13182/13182	---MCZ	200	added ('OK')	application/javascript	etag:W/%22656abe95-337e%22	https://gamaan.org/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.8.4	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/contact-form-7/includes/js/index69c8.js	(from https://gamaan.org/)
21:15:46	21438/21438	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263dbe690-53be%22	https://gamaan.org/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/My%20Web%20Sites/UM/gamaan.org/wp-includes/js/jquery/ui/core.min3f14.js	(from https://gamaan.org/)
21:15:46	17334/17334	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263dbe690-43b6%22	https://gamaan.org/wp-includes/js/jquery/ui/effect.min.js?ver=1.13.2	C:/My%20Web%20Sites/UM/gamaan.org/wp-includes/js/jquery/ui/effect.min3f14.js	(from https://gamaan.org/)
21:15:47	8044/8044	---MCZ	200	added ('OK')	application/javascript	etag:W/%226244276e-1f6c%22	https://gamaan.org/wp-content/themes/dotlife/js/waypoints.min.js?ver=4.3	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/js/waypoints.mind7b7.js	(from https://gamaan.org/)
21:15:47	11790/11790	---MCZ	200	added ('OK')	application/javascript	etag:W/%22624420b9-2e0e%22	https://gamaan.org/wp-content/plugins/dotlife-elementor/assets/js/tilt.jquery.js?ver=6.4.2	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/dotlife-elementor/assets/js/tilt.jquery1e39.js	(from https://gamaan.org/)
21:15:47	12597/12597	---MCZ	200	added ('OK')	application/javascript	etag:W/%226244276f-3135%22	https://gamaan.org/wp-content/themes/dotlife/js/jquery.stellar.min.js?ver=4.3	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/js/jquery.stellar.mind7b7.js	(from https://gamaan.org/)
21:15:47	7032/7032	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262442a27-1b78%22	https://gamaan.org/wp-content/themes/dotlife/js/core/custom_plugins.js?ver=4.3	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/js/core/custom_pluginsd7b7.js	(from https://gamaan.org/)
21:15:48	16118/16118	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262442a27-3ef6%22	https://gamaan.org/wp-content/themes/dotlife/js/core/custom.js?ver=4.3	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/js/core/customd7b7.js	(from https://gamaan.org/)
21:15:48	2798/2798	---MCZ	200	added ('OK')	application/javascript	etag:W/%22624420b4-aee%22	https://gamaan.org/wp-content/plugins/dotlife-elementor/assets/js/jquery.sticky-kit.min.js?ver=6.4.2	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/dotlife-elementor/assets/js/jquery.sticky-kit.min1e39.js	(from https://gamaan.org/)
21:15:48	11086/11086	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654de483-2b4e%22	https://gamaan.org/wp-content/plugins/searchwp-live-ajax-search/assets/javascript/dist/script.min.js?ver=1.7.2	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/searchwp-live-ajax-search/assets/javascript/dist/script.minba3a.js	(from https://gamaan.org/)
21:15:48	522/522	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654de46c-20a%22	https://gamaan.org/wp-content/plugins/loftloader/assets/js/loftloader.min.js?ver=2022022501	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/loftloader/assets/js/loftloader.min3a45.js	(from https://gamaan.org/)
21:15:49	884/884	---MC-	200	added ('OK')	text/javascript	date:Thu,%2025%20Jan%202024%2017:15:49%20GMT	https://www.google.com/recaptcha/api.js?render=6Lcm5TspAAAAADwgU2LoYXEZqV8mwdOxlM48jcmg&ver=3.0	C:/My%20Web%20Sites/UM/www.google.com/recaptcha/apia400.js	(from https://gamaan.org/)
21:15:49	8171/8171	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263c7d511-1feb%22	https://gamaan.org/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/My%20Web%20Sites/UM/gamaan.org/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://gamaan.org/)
21:15:49	6625/6625	---MCZ	200	added ('OK')	application/javascript	etag:W/%226509f6d0-19e1%22	https://gamaan.org/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	C:/My%20Web%20Sites/UM/gamaan.org/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from https://gamaan.org/)
21:15:50	115127/115127	---MCZ	200	added ('OK')	application/javascript	etag:W/%226512e95e-1c1b7%22	https://gamaan.org/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/UM/gamaan.org/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://gamaan.org/)
21:15:50	934/934	---MCZ	200	added ('OK')	application/javascript	etag:W/%22656abea3-3a6%22	https://gamaan.org/wp-content/plugins/contact-form-7/modules/recaptcha/index.js?ver=5.8.4	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/contact-form-7/modules/recaptcha/index69c8.js	(from https://gamaan.org/)
21:15:50	7329/7329	---MCZ	200	added ('OK')	application/javascript	etag:W/14377-1704402356565.5398	https://stats.wp.com/e-202404.js	C:/My%20Web%20Sites/UM/stats.wp.com/e-202404.js	(from https://gamaan.org/)
21:15:51	13187/13187	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262442aaa-3383%22	https://gamaan.org/wp-content/themes/dotlife/modules/kirki/assets/webfont.js?ver=3.0.21	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/modules/kirki/assets/webfonta13e.js	(from https://gamaan.org/)
21:15:51	114925/114925	---MCZ	200	added ('OK')	application/javascript	etag:W/%22624420ba-1c0ed%22	https://gamaan.org/wp-content/plugins/dotlife-elementor/assets/js/tweenmax.min.js?ver=6.4.2	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/dotlife-elementor/assets/js/tweenmax.min1e39.js	(from https://gamaan.org/)
21:15:51	213760/213760	---MCZ	200	added ('OK')	application/javascript	etag:W/%22624420b5-34300%22	https://gamaan.org/wp-content/plugins/dotlife-elementor/assets/js/dotlife-elementor.js?ver=6.4.2	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/dotlife-elementor/assets/js/dotlife-elementor1e39.js	(from https://gamaan.org/)
21:15:52	1801/1801	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657402b4-709%22	https://gamaan.org/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?ver=0.2.1	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min3958.js	(from https://gamaan.org/)
21:15:52	4997/4997	---MCZ	200	added ('OK')	application/javascript	etag:W/%226574028a-1385%22	https://gamaan.org/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.18.2	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/elementor/assets/js/webpack.runtime.minaad7.js	(from https://gamaan.org/)
21:15:52	60173/60173	---MCZ	200	added ('OK')	application/javascript	etag:W/%226574026a-eb0d%22	https://gamaan.org/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.18.2	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/elementor/assets/js/frontend-modules.minaad7.js	(from https://gamaan.org/)
21:15:52	12198/12198	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657402bc-2fa6%22	https://gamaan.org/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://gamaan.org/)
21:15:52	40436/40436	---MCZ	200	added ('OK')	application/javascript	etag:W/%226574026b-9df4%22	https://gamaan.org/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.18.2	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/elementor/assets/js/frontend.minaad7.js	(from https://gamaan.org/)
21:15:53	18833/18833	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263331441-4991%22	https://gamaan.org/wp-includes/js/underscore.min.js?ver=1.13.4	C:/My%20Web%20Sites/UM/gamaan.org/wp-includes/js/underscore.mind584.js	(from https://gamaan.org/)
21:15:53	1426/1426	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632938ea-592%22	https://gamaan.org/wp-includes/js/wp-util.min.js?ver=6.4.2	C:/My%20Web%20Sites/UM/gamaan.org/wp-includes/js/wp-util.min1e39.js	(from https://gamaan.org/)
21:15:53	771/771	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654de2f2-303%22	https://gamaan.org/wp-content/plugins/wpforms/assets/js/integrations/elementor/frontend.min.js?ver=1.8.3.2	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/wpforms/assets/js/integrations/elementor/frontend.minbefe.js	(from https://gamaan.org/)
21:15:53	24602/24602	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654de2f2-601a%22	https://gamaan.org/wp-content/plugins/wpforms/assets/lib/jquery.validate.min.js?ver=1.19.5	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/wpforms/assets/lib/jquery.validate.min7e9d.js	(from https://gamaan.org/)
21:15:53	4014/4014	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654de2f2-fae%22	https://gamaan.org/wp-content/plugins/wpforms/assets/lib/mailcheck.min.js?ver=1.1.2	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/wpforms/assets/lib/mailcheck.mincfa9.js	(from https://gamaan.org/)
21:15:54	1713/1713	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654de2f2-6b1%22	https://gamaan.org/wp-content/plugins/wpforms/assets/lib/punycode.min.js?ver=1.0.0	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/wpforms/assets/lib/punycode.min8a54.js	(from https://gamaan.org/)
21:15:54	339/339	---M--	200	added ('OK')	application/javascript	etag:%22654de2f2-153%22	https://gamaan.org/wp-content/plugins/wpforms/assets/js/utils.min.js?ver=1.8.3.2	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/wpforms/assets/js/utils.minbefe.js	(from https://gamaan.org/)
21:15:55	37324/37324	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654de59c-91cc%22	https://gamaan.org/wp-content/plugins/wpforms/assets/js/wpforms.min.js?ver=1.8.3.2	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/wpforms/assets/js/wpforms.minbefe.js	(from https://gamaan.org/)
21:15:55	4598/4598	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2259800707-11f6%22	https://gamaan.org/wp-includes/js/mediaelement/mejs-controls.svg	C:/My%20Web%20Sites/UM/gamaan.org/wp-includes/js/mediaelement/mejs-controls.svg	(from https://gamaan.org/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17)
21:15:56	602/602	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22654de2f2-25a%22	https://gamaan.org/wp-content/plugins/wpforms/assets/pro/images/times-solid-white.svg	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/wpforms/assets/pro/images/times-solid-white.svg	(from https://gamaan.org/wp-content/plugins/wpforms/assets/css/frontend/classic/wpforms-full.min.css?ver=1.8.3.2)
21:15:56	20778/20778	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262442757-512a%22	https://gamaan.org/wp-content/themes/dotlife/icons/modulobox.svg	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/icons/modulobox.svg	(from https://gamaan.org/wp-content/themes/dotlife/css/modulobox.css?ver=6.4.2)
21:15:56	98620/98620	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226244274a-1813c%22	https://gamaan.org/wp-content/themes/dotlife/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/webfonts/fa-brands-400.eot	(from https://gamaan.org/wp-content/themes/dotlife/css/font-awesome.min.css?ver=6.4.2)
21:15:56	98620/98620	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226244274a-1813c%22	https://gamaan.org/wp-content/themes/dotlife/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/webfonts/fa-brands-400d41d.eot	(from https://gamaan.org/wp-content/themes/dotlife/css/font-awesome.min.css?ver=6.4.2)
21:15:57	54420/54420	---M--	200	added ('OK')	application/font-woff2	etag:%2262442749-d494%22	https://gamaan.org/wp-content/themes/dotlife/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/webfonts/fa-brands-400.woff2	(from https://gamaan.org/wp-content/themes/dotlife/css/font-awesome.min.css?ver=6.4.2)
21:15:57	63712/63712	---M--	200	added ('OK')	application/font-woff	etag:%226244274e-f8e0%22	https://gamaan.org/wp-content/themes/dotlife/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/webfonts/fa-brands-400.woff	(from https://gamaan.org/wp-content/themes/dotlife/css/font-awesome.min.css?ver=6.4.2)
21:15:58	98384/98384	---MCZ	200	added ('OK')	application/font-ttf	etag:W/%2262442750-18050%22	https://gamaan.org/wp-content/themes/dotlife/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/webfonts/fa-brands-400.ttf	(from https://gamaan.org/wp-content/themes/dotlife/css/font-awesome.min.css?ver=6.4.2)
21:15:58	31156/31156	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262442751-79b4%22	https://gamaan.org/wp-content/themes/dotlife/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/webfonts/fa-regular-400.eot	(from https://gamaan.org/wp-content/themes/dotlife/css/font-awesome.min.css?ver=6.4.2)
21:15:59	507478/507478	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226244274f-7be56%22	https://gamaan.org/wp-content/themes/dotlife/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/webfonts/fa-brands-400.svg	(from https://gamaan.org/wp-content/themes/dotlife/css/font-awesome.min.css?ver=6.4.2)
21:15:59	31156/31156	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262442751-79b4%22	https://gamaan.org/wp-content/themes/dotlife/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/webfonts/fa-regular-400d41d.eot	(from https://gamaan.org/wp-content/themes/dotlife/css/font-awesome.min.css?ver=6.4.2)
21:15:59	12220/12220	---M--	200	added ('OK')	application/font-woff2	etag:%226244274c-2fbc%22	https://gamaan.org/wp-content/themes/dotlife/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/webfonts/fa-regular-400.woff2	(from https://gamaan.org/wp-content/themes/dotlife/css/font-awesome.min.css?ver=6.4.2)
21:15:59	14712/14712	---M--	200	added ('OK')	application/font-woff	etag:%2262442751-3978%22	https://gamaan.org/wp-content/themes/dotlife/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/webfonts/fa-regular-400.woff	(from https://gamaan.org/wp-content/themes/dotlife/css/font-awesome.min.css?ver=6.4.2)
21:15:59	30928/30928	---MCZ	200	added ('OK')	application/font-ttf	etag:W/%226244274d-78d0%22	https://gamaan.org/wp-content/themes/dotlife/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/webfonts/fa-regular-400.ttf	(from https://gamaan.org/wp-content/themes/dotlife/css/font-awesome.min.css?ver=6.4.2)
21:16:00	107199/107199	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262442749-1a2bf%22	https://gamaan.org/wp-content/themes/dotlife/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/webfonts/fa-regular-400.svg	(from https://gamaan.org/wp-content/themes/dotlife/css/font-awesome.min.css?ver=6.4.2)
21:16:00	102152/102152	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226244274a-18f08%22	https://gamaan.org/wp-content/themes/dotlife/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/webfonts/fa-solid-900.eot	(from https://gamaan.org/wp-content/themes/dotlife/css/font-awesome.min.css?ver=6.4.2)
21:16:00	102152/102152	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226244274a-18f08%22	https://gamaan.org/wp-content/themes/dotlife/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/webfonts/fa-solid-900d41d.eot	(from https://gamaan.org/wp-content/themes/dotlife/css/font-awesome.min.css?ver=6.4.2)
21:16:00	38784/38784	---M--	200	added ('OK')	application/font-woff2	etag:%226244274d-9780%22	https://gamaan.org/wp-content/themes/dotlife/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/webfonts/fa-solid-900.woff2	(from https://gamaan.org/wp-content/themes/dotlife/css/font-awesome.min.css?ver=6.4.2)
21:16:01	48704/48704	---M--	200	added ('OK')	application/font-woff	etag:%226244274f-be40%22	https://gamaan.org/wp-content/themes/dotlife/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/webfonts/fa-solid-900.woff	(from https://gamaan.org/wp-content/themes/dotlife/css/font-awesome.min.css?ver=6.4.2)
21:16:01	101932/101932	---MCZ	200	added ('OK')	application/font-ttf	etag:W/%2262442750-18e2c%22	https://gamaan.org/wp-content/themes/dotlife/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/webfonts/fa-solid-900.ttf	(from https://gamaan.org/wp-content/themes/dotlife/css/font-awesome.min.css?ver=6.4.2)
21:16:02	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262442743-1339c%22	https://gamaan.org/wp-content/themes/dotlife/fonts/themify.eot	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/fonts/themify.eot	(from https://gamaan.org/wp-content/themes/dotlife/css/themify-icons.css?ver=4.3)
21:16:02	378215/378215	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226244274c-5c567%22	https://gamaan.org/wp-content/themes/dotlife/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/webfonts/fa-solid-900.svg	(from https://gamaan.org/wp-content/themes/dotlife/css/font-awesome.min.css?ver=6.4.2)
21:16:02	56108/56108	---M--	200	added ('OK')	application/font-woff	etag:%2262442742-db2c%22	https://gamaan.org/wp-content/themes/dotlife/fonts/themify.woff	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/fonts/themify.woff	(from https://gamaan.org/wp-content/themes/dotlife/css/themify-icons.css?ver=4.3)
21:16:02	78584/78584	---MCZ	200	added ('OK')	application/font-ttf	etag:W/%2262442741-132f8%22	https://gamaan.org/wp-content/themes/dotlife/fonts/themify.ttf	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/fonts/themify.ttf	(from https://gamaan.org/wp-content/themes/dotlife/css/themify-icons.css?ver=4.3)
21:16:03	234269/234269	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262442740-3931d%22	https://gamaan.org/wp-content/themes/dotlife/fonts/themify.svg	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/themes/dotlife/fonts/themify.svg	(from https://gamaan.org/wp-content/themes/dotlife/css/themify-icons.css?ver=4.3)
21:16:03	215824/215824	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2265740292-34b10%22	https://gamaan.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.25.0	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons080a.eot	(from https://gamaan.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.25.0)
21:16:03	95300/95300	---M--	200	added ('OK')	application/font-woff2	etag:%2265740299-17444%22	https://gamaan.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.25.0	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons080a.woff2	(from https://gamaan.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.25.0)
21:16:03	116780/116780	---M--	200	added ('OK')	application/font-woff	etag:%2265740295-1c82c%22	https://gamaan.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.25.0	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons080a.woff	(from https://gamaan.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.25.0)
21:16:04	215664/215664	---MCZ	200	added ('OK')	application/font-ttf	etag:W/%2265740294-34a70%22	https://gamaan.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.25.0	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons080a.ttf	(from https://gamaan.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.25.0)
21:16:04	324625/324625	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265740293-4f411%22	https://gamaan.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.25.0	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons080a.svg	(from https://gamaan.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.25.0)
21:16:05	91892/91892	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jan%202024%2017:16:05%20GMT	https://gamaan.org/wp-content/plugins/dotlife-elementor/assets/css/owl.video.play.png	C:/My%20Web%20Sites/UM/gamaan.org/wp-content/plugins/dotlife-elementor/assets/css/owl.video.play.png	(from https://gamaan.org/wp-content/plugins/dotlife-elementor/assets/css/owl.theme.default.min.css?ver=6.4.2)
